OrderNumber,OrderDate,CustomerCode
SO0040420,2023-12-05,CUST00394
SO0040421,2021-08-20,CUST00341
SO0040422,2022-04-10,CUST00174
SO0040423,2023-09-25,CUST00239
SO0040424,2022-11-05,CUST00494
SO0040425,2025-12-30,CUST00418
SO0040426,2022-11-13,CUST00087
SO0040427,2021-04-26,CUST00297
SO0040428,2021-07-22,CUST00446
SO0040429,2021-07-07,CUST00018
SO0040430,2022-09-24,CUST00140
SO0040431,2022-07-17,CUST00232
SO0040432,2023-06-29,CUST00136
SO0040433,2025-06-18,CUST00093
SO0040434,2024-03-28,CUST00077
SO0040435,2024-09-24,CUST00015
SO0040436,2022-07-31,CUST00343
SO0040437,2023-09-27,CUST00307
SO0040438,2023-02-02,CUST00448
SO0040439,2021-05-17,CUST00092
SO0040440,2023-05-13,CUST00426
SO0040441,2025-03-27,CUST00409
SO0040442,2024-04-12,CUST00492
SO0040443,2022-05-21,CUST00491
SO0040444,2022-04-25,CUST00391
SO0040445,2024-11-09,CUST00076
SO0040446,2023-09-05,CUST00090
SO0040447,2025-09-27,CUST00095
SO0040448,2025-09-25,CUST00043
SO0040449,2021-04-30,CUST00211
SO0040450,2025-01-10,CUST00329
SO0040451,2025-05-16,CUST00134
SO0040452,2022-10-17,CUST00407
SO0040453,2021-05-31,CUST00264
SO0040454,2025-01-18,CUST00078
SO0040455,2025-10-28,CUST00215
SO0040456,2021-03-09,CUST00098
SO0040457,2025-07-21,CUST00381
SO0040458,2023-09-23,CUST00378
SO0040459,2025-02-12,CUST00043
SO0040460,2022-02-10,CUST00139
SO0040461,2024-07-08,CUST00038
SO0040462,2025-11-11,CUST00433
SO0040463,2023-04-05,CUST00416
SO0040464,2022-01-25,CUST00382
SO0040465,2021-03-03,CUST00475
SO0040466,2022-10-03,CUST00117
SO0040467,2025-06-21,CUST00219
SO0040468,2024-11-21,CUST00467
SO0040469,2021-11-20,CUST00209
SO0040470,2025-12-07,CUST00465
SO0040471,2022-01-22,CUST00474
SO0040472,2021-07-04,CUST00406
SO0040473,2023-12-06,CUST00423
SO0040474,2024-06-29,CUST00201
SO0040475,2024-09-11,CUST00074
SO0040476,2024-12-14,CUST00010
SO0040477,2021-02-19,CUST00131
SO0040478,2024-10-01,CUST00303
SO0040479,2025-10-19,CUST00054
SO0040480,2022-06-01,CUST00397
SO0040481,2025-10-02,CUST00119
SO0040482,2025-09-02,CUST00237
SO0040483,2025-11-07,CUST00101
SO0040484,2021-09-02,CUST00199
SO0040485,2023-03-20,CUST00150
SO0040486,2024-02-22,CUST00362
SO0040487,2024-02-04,CUST00020
SO0040488,2022-07-19,CUST00393
SO0040489,2023-10-29,CUST00446
SO0040490,2022-09-13,CUST00165
SO0040491,2021-07-25,CUST00492
SO0040492,2023-11-25,CUST00475
SO0040493,2024-10-25,CUST00103
SO0040494,2024-10-26,CUST00434
SO0040495,2024-08-15,CUST00289
SO0040496,2023-03-15,CUST00043
SO0040497,2022-02-15,CUST00029
SO0040498,2025-08-15,CUST00259
SO0040499,2025-07-06,CUST00131
SO0040500,2022-08-14,CUST00199
SO0040501,2022-02-28,CUST00158
SO0040502,2025-09-26,CUST00280
SO0040503,2022-08-26,CUST00336
SO0040504,2024-08-03,CUST00064
SO0040505,2022-10-27,CUST00060
SO0040506,2021-02-14,CUST00032
SO0040507,2024-10-02,CUST00227
SO0040508,2021-12-22,CUST00457
SO0040509,2021-12-19,CUST00061
SO0040510,2024-09-12,CUST00126
SO0040511,2021-07-03,CUST00361
SO0040512,2024-10-12,CUST00224
SO0040513,2025-09-16,CUST00213
SO0040514,2025-08-28,CUST00438
SO0040515,2024-02-01,CUST00065
SO0040516,2021-05-17,CUST00422
SO0040517,2024-02-01,CUST00448
SO0040518,2022-08-27,CUST00044
SO0040519,2024-07-02,CUST00264
SO0040520,2024-03-18,CUST00236
SO0040521,2022-07-06,CUST00254
SO0040522,2023-11-05,CUST00407
SO0040523,2023-02-16,CUST00409
SO0040524,2022-07-26,CUST00245
SO0040525,2022-03-13,CUST00343
SO0040526,2024-03-03,CUST00113
SO0040527,2023-02-08,CUST00138
SO0040528,2025-02-08,CUST00137
SO0040529,2022-03-16,CUST00441
SO0040530,2024-11-12,CUST00015
SO0040531,2021-10-01,CUST00427
SO0040532,2023-07-03,CUST00375
SO0040533,2023-11-20,CUST00102
SO0040534,2023-07-09,CUST00293
SO0040535,2023-01-31,CUST00339
SO0040536,2021-01-25,CUST00275
SO0040537,2022-12-09,CUST00072
SO0040538,2025-01-07,CUST00461
SO0040539,2023-12-19,CUST00206
SO0040540,2023-05-04,CUST00427
SO0040541,2021-10-30,CUST00296
SO0040542,2022-08-09,CUST00239
SO0040543,2023-03-14,CUST00028
SO0040544,2023-07-15,CUST00477
SO0040545,2021-10-07,CUST00138
SO0040546,2021-11-29,CUST00219
SO0040547,2022-07-25,CUST00331
SO0040548,2021-03-25,CUST00372
SO0040549,2024-10-23,CUST00028
SO0040550,2022-06-02,CUST00494
SO0040551,2025-03-09,CUST00180
SO0040552,2022-08-14,CUST00375
SO0040553,2024-05-14,CUST00003
SO0040554,2021-09-27,CUST00037
SO0040555,2025-03-06,CUST00052
SO0040556,2022-12-22,CUST00276
SO0040557,2025-08-10,CUST00161
SO0040558,2024-01-11,CUST00227
SO0040559,2023-04-23,CUST00322
SO0040560,2024-08-05,CUST00407
SO0040561,2024-11-04,CUST00012
SO0040562,2022-11-17,CUST00449
SO0040563,2023-08-13,CUST00223
SO0040564,2021-02-08,CUST00354
SO0040565,2025-01-25,CUST00376
SO0040566,2023-09-27,CUST00340
SO0040567,2021-01-29,CUST00187
SO0040568,2022-04-04,CUST00258
SO0040569,2024-01-06,CUST00448
SO0040570,2021-08-18,CUST00165
SO0040571,2021-04-20,CUST00031
SO0040572,2024-09-03,CUST00245
SO0040573,2024-04-19,CUST00373
SO0040574,2025-09-06,CUST00088
SO0040575,2022-08-09,CUST00450
SO0040576,2021-06-30,CUST00199
SO0040577,2024-11-01,CUST00187
SO0040578,2021-03-25,CUST00295
SO0040579,2022-04-19,CUST00414
SO0040580,2025-05-30,CUST00172
SO0040581,2022-07-27,CUST00478
SO0040582,2022-11-24,CUST00300
SO0040583,2021-04-10,CUST00238
SO0040584,2021-02-18,CUST00359
SO0040585,2023-01-15,CUST00165
SO0040586,2021-04-27,CUST00165
SO0040587,2025-07-18,CUST00170
SO0040588,2022-01-07,CUST00148
SO0040589,2024-02-24,CUST00242
SO0040590,2025-09-19,CUST00279
SO0040591,2025-08-14,CUST00223
SO0040592,2025-07-08,CUST00250
SO0040593,2021-10-22,CUST00190
SO0040594,2024-05-07,CUST00106
SO0040595,2022-03-12,CUST00063
SO0040596,2022-05-16,CUST00262
SO0040597,2024-02-28,CUST00185
SO0040598,2024-05-10,CUST00331
SO0040599,2022-07-01,CUST00464
SO0040600,2023-05-07,CUST00168
SO0040601,2021-04-15,CUST00092
SO0040602,2023-10-13,CUST00155
SO0040603,2021-04-23,CUST00055
SO0040604,2021-06-16,CUST00222
SO0040605,2024-02-15,CUST00090
SO0040606,2024-02-02,CUST00068
SO0040607,2022-03-12,CUST00493
SO0040608,2021-11-27,CUST00430
SO0040609,2023-01-08,CUST00280
SO0040610,2021-05-10,CUST00473
SO0040611,2022-03-01,CUST00452
SO0040612,2023-06-30,CUST00062
SO0040613,2022-12-03,CUST00151
SO0040614,2024-07-24,CUST00241
SO0040615,2022-12-24,CUST00321
SO0040616,2023-09-23,CUST00164
SO0040617,2025-03-15,CUST00044
SO0040618,2024-01-27,CUST00491
SO0040619,2024-04-21,CUST00356
SO0040620,2025-04-26,CUST00065
SO0040621,2025-11-01,CUST00490
SO0040622,2025-09-14,CUST00456
SO0040623,2022-05-30,CUST00295
SO0040624,2022-06-13,CUST00329
SO0040625,2021-01-17,CUST00321
SO0040626,2024-10-07,CUST00412
SO0040627,2022-02-21,CUST00196
SO0040628,2024-02-19,CUST00025
SO0040629,2022-08-20,CUST00406
SO0040630,2023-01-27,CUST00211
SO0040631,2024-05-16,CUST00229
SO0040632,2025-06-04,CUST00032
SO0040633,2021-01-03,CUST00197
SO0040634,2025-12-24,CUST00318
SO0040635,2023-12-13,CUST00460
SO0040636,2025-09-30,CUST00002
SO0040637,2022-07-11,CUST00259
SO0040638,2023-03-06,CUST00148
SO0040639,2023-08-29,CUST00292
SO0040640,2022-04-12,CUST00293
SO0040641,2024-03-24,CUST00494
SO0040642,2021-05-02,CUST00191
SO0040643,2023-09-06,CUST00390
SO0040644,2024-06-15,CUST00023
SO0040645,2024-05-10,CUST00317
SO0040646,2022-06-30,CUST00165
SO0040647,2021-10-22,CUST00166
SO0040648,2024-05-30,CUST00125
SO0040649,2023-07-28,CUST00288
SO0040650,2025-10-29,CUST00115
SO0040651,2023-04-24,CUST00005
SO0040652,2024-10-01,CUST00318
SO0040653,2021-02-09,CUST00355
SO0040654,2025-04-02,CUST00008
SO0040655,2023-06-26,CUST00013
SO0040656,2021-11-16,CUST00204
SO0040657,2025-12-29,CUST00367
SO0040658,2024-10-01,CUST00084
SO0040659,2025-07-07,CUST00225
SO0040660,2021-04-05,CUST00083
SO0040661,2024-03-09,CUST00415
SO0040662,2025-11-28,CUST00297
SO0040663,2025-07-26,CUST00453
SO0040664,2021-02-20,CUST00373
SO0040665,2023-09-27,CUST00429
SO0040666,2022-08-27,CUST00407
SO0040667,2024-04-22,CUST00229
SO0040668,2025-10-10,CUST00032
SO0040669,2021-04-18,CUST00197
SO0040670,2025-12-07,CUST00107
SO0040671,2024-04-30,CUST00169
SO0040672,2024-02-03,CUST00092
SO0040673,2025-05-20,CUST00322
SO0040674,2025-02-05,CUST00481
SO0040675,2022-10-26,CUST00438
SO0040676,2024-02-18,CUST00168
SO0040677,2025-12-28,CUST00300
SO0040678,2021-02-12,CUST00111
SO0040679,2025-09-20,CUST00311
SO0040680,2024-03-04,CUST00185
SO0040681,2023-03-04,CUST00271
SO0040682,2022-01-26,CUST00304
SO0040683,2021-07-22,CUST00017
SO0040684,2021-09-30,CUST00392
SO0040685,2023-05-16,CUST00450
SO0040686,2021-08-05,CUST00472
SO0040687,2025-02-01,CUST00018
SO0040688,2023-02-08,CUST00284
SO0040689,2023-12-11,CUST00300
SO0040690,2025-12-25,CUST00119
SO0040691,2022-04-11,CUST00479
SO0040692,2024-11-27,CUST00448
SO0040693,2024-08-25,CUST00305
SO0040694,2025-07-26,CUST00324
SO0040695,2024-06-20,CUST00461
SO0040696,2022-05-11,CUST00185
SO0040697,2021-08-09,CUST00286
SO0040698,2024-04-19,CUST00104
SO0040699,2024-06-19,CUST00301
SO0040700,2022-07-30,CUST00091
SO0040701,2021-03-07,CUST00010
SO0040702,2025-10-12,CUST00243
SO0040703,2023-09-17,CUST00364
SO0040704,2022-12-19,CUST00383
SO0040705,2022-06-14,CUST00382
SO0040706,2022-11-27,CUST00019
SO0040707,2025-03-07,CUST00312
SO0040708,2023-10-24,CUST00171
SO0040709,2021-02-05,CUST00007
SO0040710,2023-10-07,CUST00027
SO0040711,2021-05-26,CUST00381
SO0040712,2024-12-20,CUST00234
SO0040713,2021-10-29,CUST00054
SO0040714,2024-05-16,CUST00303
SO0040715,2022-03-31,CUST00270
SO0040716,2023-11-26,CUST00154
SO0040717,2021-01-26,CUST00258
SO0040718,2021-11-24,CUST00235
SO0040719,2022-08-08,CUST00168
SO0040720,2025-05-10,CUST00078
SO0040721,2022-05-18,CUST00266
SO0040722,2021-06-05,CUST00244
SO0040723,2024-02-12,CUST00409
SO0040724,2025-11-03,CUST00084
SO0040725,2021-07-21,CUST00475
SO0040726,2024-06-30,CUST00279
SO0040727,2021-05-13,CUST00484
SO0040728,2022-03-03,CUST00092
SO0040729,2022-06-25,CUST00431
SO0040730,2022-10-09,CUST00113
SO0040731,2023-03-10,CUST00254
SO0040732,2024-01-01,CUST00306
SO0040733,2021-11-08,CUST00115
SO0040734,2025-08-17,CUST00300
SO0040735,2021-03-19,CUST00434
SO0040736,2021-06-01,CUST00444
SO0040737,2023-09-04,CUST00108
SO0040738,2021-10-18,CUST00189
SO0040739,2021-07-20,CUST00308
SO0040740,2023-08-23,CUST00005
SO0040741,2025-05-13,CUST00380
SO0040742,2021-10-24,CUST00439
SO0040743,2025-04-02,CUST00132
SO0040744,2021-01-09,CUST00427
SO0040745,2022-03-24,CUST00218
SO0040746,2024-08-23,CUST00020
SO0040747,2022-01-11,CUST00136
SO0040748,2024-06-28,CUST00052
SO0040749,2025-12-09,CUST00161
SO0040750,2022-03-16,CUST00487
SO0040751,2022-10-26,CUST00166
SO0040752,2023-09-04,CUST00053
SO0040753,2022-07-09,CUST00213
SO0040754,2024-11-30,CUST00458
SO0040755,2025-09-20,CUST00332
SO0040756,2023-10-15,CUST00009
SO0040757,2025-04-07,CUST00064
SO0040758,2022-03-05,CUST00293
SO0040759,2021-01-16,CUST00315
SO0040760,2025-01-19,CUST00411
SO0040761,2024-12-12,CUST00158
SO0040762,2025-03-30,CUST00155
SO0040763,2022-08-02,CUST00018
SO0040764,2022-04-22,CUST00170
SO0040765,2024-11-03,CUST00489
SO0040766,2022-04-15,CUST00222
SO0040767,2021-06-23,CUST00453
SO0040768,2023-03-10,CUST00288
SO0040769,2025-11-05,CUST00497
SO0040770,2024-05-13,CUST00413
SO0040771,2023-10-08,CUST00346
SO0040772,2023-07-18,CUST00101
SO0040773,2024-06-27,CUST00435
SO0040774,2023-09-18,CUST00021
SO0040775,2023-10-28,CUST00041
SO0040776,2023-08-07,CUST00412
SO0040777,2025-11-24,CUST00193
SO0040778,2025-12-04,CUST00076
SO0040779,2021-05-04,CUST00318
SO0040780,2025-11-13,CUST00311
SO0040781,2025-03-07,CUST00123
SO0040782,2022-09-27,CUST00251
SO0040783,2022-10-31,CUST00408
SO0040784,2023-07-01,CUST00181
SO0040785,2022-09-29,CUST00302
SO0040786,2021-03-16,CUST00386
SO0040787,2024-08-07,CUST00323
SO0040788,2024-07-29,CUST00191
SO0040789,2022-05-05,CUST00118
SO0040790,2024-03-06,CUST00432
SO0040791,2022-07-09,CUST00267
SO0040792,2025-05-30,CUST00467
SO0040793,2023-11-28,CUST00055
SO0040794,2022-02-09,CUST00406
SO0040795,2025-10-15,CUST00425
SO0040796,2021-12-19,CUST00021
SO0040797,2025-09-11,CUST00051
SO0040798,2022-06-10,CUST00204
SO0040799,2025-03-23,CUST00436
SO0040800,2024-05-16,CUST00281
SO0040801,2023-03-02,CUST00379
SO0040802,2022-03-15,CUST00217
SO0040803,2022-08-28,CUST00421
SO0040804,2022-09-05,CUST00113
SO0040805,2025-11-19,CUST00285
SO0040806,2025-07-02,CUST00129
SO0040807,2021-11-10,CUST00241
SO0040808,2022-03-29,CUST00345
SO0040809,2022-04-16,CUST00231
SO0040810,2021-02-27,CUST00079
SO0040811,2023-11-29,CUST00428
SO0040812,2023-03-05,CUST00281
SO0040813,2021-08-25,CUST00482
SO0040814,2023-08-25,CUST00281
SO0040815,2022-11-26,CUST00264
SO0040816,2021-03-26,CUST00468
SO0040817,2021-12-02,CUST00046
SO0040818,2023-03-08,CUST00240
SO0040819,2023-05-23,CUST00094
SO0040820,2024-01-13,CUST00165
SO0040821,2023-07-22,CUST00375
SO0040822,2025-11-14,CUST00475
SO0040823,2023-07-26,CUST00172
SO0040824,2024-11-04,CUST00328
SO0040825,2022-07-12,CUST00099
SO0040826,2025-10-10,CUST00060
SO0040827,2023-03-31,CUST00443
SO0040828,2023-07-27,CUST00320
SO0040829,2023-03-12,CUST00208
SO0040830,2023-05-01,CUST00486
SO0040831,2023-09-24,CUST00021
SO0040832,2021-09-26,CUST00060
SO0040833,2022-03-01,CUST00016
SO0040834,2023-12-13,CUST00042
SO0040835,2023-09-28,CUST00048
SO0040836,2025-11-13,CUST00387
SO0040837,2023-07-24,CUST00372
SO0040838,2023-08-02,CUST00160
SO0040839,2025-08-15,CUST00203
SO0040840,2022-11-16,CUST00187
SO0040841,2025-01-20,CUST00064
SO0040842,2023-01-19,CUST00410
SO0040843,2023-11-07,CUST00405
SO0040844,2021-01-23,CUST00044
SO0040845,2022-06-25,CUST00037
SO0040846,2021-02-05,CUST00479
SO0040847,2021-12-25,CUST00281
SO0040848,2021-09-02,CUST00152
SO0040849,2021-11-28,CUST00065
SO0040850,2023-10-13,CUST00062
SO0040851,2022-02-03,CUST00312
SO0040852,2023-07-27,CUST00384
SO0040853,2023-10-04,CUST00032
SO0040854,2023-01-13,CUST00451
SO0040855,2023-01-20,CUST00203
SO0040856,2025-06-27,CUST00162
SO0040857,2021-12-23,CUST00309
SO0040858,2024-10-31,CUST00322
SO0040859,2021-01-19,CUST00472
SO0040860,2025-12-30,CUST00240
SO0040861,2024-02-08,CUST00322
SO0040862,2023-03-26,CUST00424
SO0040863,2023-03-22,CUST00216
SO0040864,2023-05-03,CUST00248
SO0040865,2021-07-05,CUST00274
SO0040866,2024-02-17,CUST00038
SO0040867,2022-08-06,CUST00471
SO0040868,2024-10-10,CUST00456
SO0040869,2023-12-12,CUST00036
SO0040870,2025-09-24,CUST00208
SO0040871,2024-09-10,CUST00449
SO0040872,2023-06-26,CUST00475
SO0040873,2022-02-13,CUST00032
SO0040874,2025-04-20,CUST00092
SO0040875,2022-05-26,CUST00156
SO0040876,2021-10-07,CUST00325
SO0040877,2022-04-18,CUST00352
SO0040878,2023-07-16,CUST00181
SO0040879,2022-06-12,CUST00077
SO0040880,2024-10-30,CUST00267
SO0040881,2023-11-29,CUST00248
SO0040882,2021-07-28,CUST00182
SO0040883,2021-03-13,CUST00243
SO0040884,2023-10-05,CUST00042
SO0040885,2022-10-25,CUST00110
SO0040886,2025-10-14,CUST00155
SO0040887,2022-12-31,CUST00197
SO0040888,2023-08-30,CUST00119
SO0040889,2021-06-10,CUST00334
SO0040890,2024-09-21,CUST00458
SO0040891,2025-07-27,CUST00097
SO0040892,2021-12-12,CUST00052
SO0040893,2021-04-15,CUST00043
SO0040894,2023-05-31,CUST00392
SO0040895,2025-08-15,CUST00455
SO0040896,2022-09-21,CUST00075
SO0040897,2022-05-16,CUST00374
SO0040898,2024-09-06,CUST00279
SO0040899,2023-10-21,CUST00019
SO0040900,2024-01-18,CUST00414
SO0040901,2023-02-20,CUST00095
SO0040902,2024-09-02,CUST00136
SO0040903,2025-07-24,CUST00104
SO0040904,2023-03-10,CUST00434
SO0040905,2025-01-05,CUST00462
SO0040906,2023-06-18,CUST00068
SO0040907,2025-01-25,CUST00011
SO0040908,2021-01-12,CUST00381
SO0040909,2024-07-19,CUST00486
SO0040910,2023-09-01,CUST00032
SO0040911,2022-05-08,CUST00354
SO0040912,2023-11-18,CUST00082
SO0040913,2022-05-04,CUST00242
SO0040914,2024-11-11,CUST00168
SO0040915,2022-06-09,CUST00427
SO0040916,2023-03-11,CUST00128
SO0040917,2024-03-27,CUST00464
SO0040918,2021-12-13,CUST00003
SO0040919,2023-08-31,CUST00413
SO0040920,2022-02-18,CUST00070
SO0040921,2023-03-12,CUST00315
SO0040922,2022-07-10,CUST00021
SO0040923,2025-04-30,CUST00283
SO0040924,2022-07-27,CUST00013
SO0040925,2021-04-06,CUST00296
SO0040926,2024-11-28,CUST00389
SO0040927,2024-05-02,CUST00138
SO0040928,2024-08-03,CUST00258
SO0040929,2023-04-29,CUST00233
SO0040930,2022-10-23,CUST00167
SO0040931,2022-01-29,CUST00145
SO0040932,2023-08-16,CUST00175
SO0040933,2023-12-22,CUST00299
SO0040934,2025-03-24,CUST00369
SO0040935,2023-03-04,CUST00217
SO0040936,2023-08-05,CUST00342
SO0040937,2024-09-11,CUST00151
SO0040938,2024-09-08,CUST00349
SO0040939,2023-01-12,CUST00494
SO0040940,2021-11-16,CUST00297
SO0040941,2024-10-07,CUST00311
SO0040942,2024-07-31,CUST00397
SO0040943,2022-03-10,CUST00440
SO0040944,2025-04-03,CUST00429
SO0040945,2023-07-21,CUST00318
SO0040946,2022-07-17,CUST00089
SO0040947,2022-08-18,CUST00483
SO0040948,2021-05-12,CUST00166
SO0040949,2022-12-15,CUST00407
SO0040950,2022-06-30,CUST00322
SO0040951,2022-02-22,CUST00500
SO0040952,2023-09-13,CUST00134
SO0040953,2022-05-24,CUST00394
SO0040954,2021-11-04,CUST00074
SO0040955,2023-03-06,CUST00351
SO0040956,2022-04-25,CUST00440
SO0040957,2021-04-01,CUST00471
SO0040958,2024-11-03,CUST00376
SO0040959,2021-01-21,CUST00089
SO0040960,2022-09-03,CUST00123
SO0040961,2024-05-13,CUST00056
SO0040962,2022-03-03,CUST00334
SO0040963,2021-07-01,CUST00439
SO0040964,2022-02-14,CUST00068
SO0040965,2025-12-05,CUST00131
SO0040966,2025-12-12,CUST00458
SO0040967,2023-03-06,CUST00365
SO0040968,2025-11-09,CUST00024
SO0040969,2023-11-21,CUST00337
SO0040970,2023-06-02,CUST00138
SO0040971,2025-01-24,CUST00059
SO0040972,2023-11-28,CUST00394
SO0040973,2025-05-18,CUST00269
SO0040974,2024-02-21,CUST00486
SO0040975,2023-04-02,CUST00397
SO0040976,2023-03-20,CUST00074
SO0040977,2024-11-13,CUST00390
SO0040978,2021-04-18,CUST00090
SO0040979,2022-05-08,CUST00318
SO0040980,2023-02-11,CUST00045
SO0040981,2023-11-09,CUST00271
SO0040982,2021-10-08,CUST00257
SO0040983,2025-09-20,CUST00316
SO0040984,2022-07-22,CUST00346
SO0040985,2023-04-27,CUST00228
SO0040986,2023-07-08,CUST00047
SO0040987,2023-09-24,CUST00301
SO0040988,2025-06-24,CUST00368
SO0040989,2022-04-28,CUST00095
SO0040990,2023-11-28,CUST00296
SO0040991,2021-11-10,CUST00197
SO0040992,2022-01-21,CUST00048
SO0040993,2024-10-30,CUST00095
SO0040994,2021-04-17,CUST00093
SO0040995,2023-06-12,CUST00317
SO0040996,2022-02-23,CUST00185
SO0040997,2022-03-01,CUST00399
SO0040998,2021-01-28,CUST00033
SO0040999,2024-12-10,CUST00023
SO0041000,2022-12-31,CUST00372
SO0041001,2024-08-24,CUST00043
SO0041002,2025-12-15,CUST00335
SO0041003,2023-03-20,CUST00433
SO0041004,2023-06-08,CUST00408
SO0041005,2023-10-10,CUST00090
SO0041006,2022-02-27,CUST00110
SO0041007,2024-10-20,CUST00055
SO0041008,2022-04-28,CUST00021
SO0041009,2022-10-03,CUST00325
SO0041010,2023-11-29,CUST00135
SO0041011,2024-12-31,CUST00410
SO0041012,2025-11-03,CUST00439
SO0041013,2025-08-27,CUST00137
SO0041014,2023-05-20,CUST00045
SO0041015,2021-03-12,CUST00227
SO0041016,2025-07-11,CUST00344
SO0041017,2025-03-10,CUST00494
SO0041018,2025-10-23,CUST00107
SO0041019,2025-02-09,CUST00483
SO0041020,2022-07-04,CUST00100
SO0041021,2025-09-06,CUST00257
SO0041022,2024-06-09,CUST00013
SO0041023,2022-05-26,CUST00117
SO0041024,2024-10-07,CUST00002
SO0041025,2022-07-29,CUST00425
SO0041026,2023-09-16,CUST00341
SO0041027,2021-03-31,CUST00100
SO0041028,2022-06-01,CUST00389
SO0041029,2021-05-21,CUST00183
SO0041030,2024-01-06,CUST00023
SO0041031,2022-01-12,CUST00350
SO0041032,2022-06-01,CUST00425
SO0041033,2021-12-02,CUST00033
SO0041034,2024-11-20,CUST00366
SO0041035,2021-09-14,CUST00231
SO0041036,2023-12-17,CUST00027
SO0041037,2023-05-29,CUST00216
SO0041038,2022-03-15,CUST00140
SO0041039,2023-01-13,CUST00167
SO0041040,2025-01-17,CUST00316
SO0041041,2024-12-15,CUST00287
SO0041042,2023-08-02,CUST00462
SO0041043,2021-01-30,CUST00095
SO0041044,2021-10-23,CUST00189
SO0041045,2021-03-06,CUST00289
SO0041046,2021-05-04,CUST00456
SO0041047,2025-01-15,CUST00365
SO0041048,2024-05-23,CUST00057
SO0041049,2022-08-25,CUST00460
SO0041050,2023-01-17,CUST00225
SO0041051,2021-08-18,CUST00343
SO0041052,2021-07-24,CUST00208
SO0041053,2021-10-15,CUST00207
SO0041054,2025-02-19,CUST00048
SO0041055,2021-02-02,CUST00435
SO0041056,2024-05-31,CUST00488
SO0041057,2022-09-08,CUST00343
SO0041058,2025-01-28,CUST00435
SO0041059,2022-05-15,CUST00264
SO0041060,2024-06-05,CUST00254
SO0041061,2021-10-27,CUST00177
SO0041062,2021-06-01,CUST00394
SO0041063,2021-02-19,CUST00294
SO0041064,2025-06-07,CUST00287
SO0041065,2021-02-17,CUST00094
SO0041066,2024-06-04,CUST00391
SO0041067,2024-03-13,CUST00425
SO0041068,2025-05-17,CUST00325
SO0041069,2021-02-11,CUST00336
SO0041070,2022-12-13,CUST00393
SO0041071,2023-03-02,CUST00433
SO0041072,2022-05-28,CUST00272
SO0041073,2025-12-31,CUST00386
SO0041074,2022-07-06,CUST00357
SO0041075,2023-10-01,CUST00276
SO0041076,2025-02-02,CUST00022
SO0041077,2025-09-24,CUST00122
SO0041078,2022-02-22,CUST00201
SO0041079,2025-12-21,CUST00228
SO0041080,2025-08-18,CUST00165
SO0041081,2024-04-13,CUST00455
SO0041082,2021-04-05,CUST00481
SO0041083,2024-12-26,CUST00117
SO0041084,2021-09-12,CUST00037
SO0041085,2021-04-22,CUST00235
SO0041086,2025-05-11,CUST00380
SO0041087,2022-08-20,CUST00292
SO0041088,2022-07-25,CUST00139
SO0041089,2025-08-23,CUST00202
SO0041090,2021-10-27,CUST00335
SO0041091,2021-08-25,CUST00400
SO0041092,2025-06-16,CUST00409
SO0041093,2024-04-20,CUST00118
SO0041094,2022-06-02,CUST00499
SO0041095,2023-02-12,CUST00215
SO0041096,2023-12-16,CUST00305
SO0041097,2023-02-17,CUST00313
SO0041098,2025-01-03,CUST00137
SO0041099,2022-09-04,CUST00131
SO0041100,2024-01-25,CUST00101
SO0041101,2025-09-07,CUST00152
SO0041102,2023-04-15,CUST00082
SO0041103,2025-02-17,CUST00168
SO0041104,2025-02-23,CUST00176
SO0041105,2021-12-22,CUST00237
SO0041106,2022-07-20,CUST00452
SO0041107,2022-08-12,CUST00307
SO0041108,2022-12-23,CUST00155
SO0041109,2022-09-27,CUST00014
SO0041110,2023-08-18,CUST00236
SO0041111,2021-09-17,CUST00249
SO0041112,2023-12-16,CUST00049
SO0041113,2025-05-15,CUST00386
SO0041114,2023-09-30,CUST00119
SO0041115,2021-07-31,CUST00238
SO0041116,2023-08-03,CUST00363
SO0041117,2021-02-10,CUST00197
SO0041118,2023-10-12,CUST00500
SO0041119,2021-11-20,CUST00273
SO0041120,2025-07-15,CUST00117
SO0041121,2023-02-17,CUST00434
SO0041122,2022-06-03,CUST00027
SO0041123,2022-10-04,CUST00423
SO0041124,2021-11-06,CUST00362
SO0041125,2023-02-01,CUST00147
SO0041126,2022-10-13,CUST00285
SO0041127,2025-10-10,CUST00429
SO0041128,2024-09-12,CUST00439
SO0041129,2025-02-18,CUST00260
SO0041130,2022-03-06,CUST00397
SO0041131,2023-08-10,CUST00081
SO0041132,2023-07-19,CUST00032
SO0041133,2021-04-17,CUST00362
SO0041134,2024-08-27,CUST00034
SO0041135,2022-07-05,CUST00399
SO0041136,2021-08-26,CUST00446
SO0041137,2024-05-25,CUST00398
SO0041138,2024-07-31,CUST00095
SO0041139,2023-01-11,CUST00457
SO0041140,2024-08-27,CUST00472
SO0041141,2025-09-07,CUST00131
SO0041142,2025-10-22,CUST00344
SO0041143,2023-03-18,CUST00228
SO0041144,2024-12-18,CUST00280
SO0041145,2025-09-09,CUST00379
SO0041146,2024-12-06,CUST00104
SO0041147,2022-09-30,CUST00440
SO0041148,2025-08-03,CUST00273
SO0041149,2021-12-16,CUST00344
SO0041150,2022-07-04,CUST00275
SO0041151,2022-10-22,CUST00306
SO0041152,2022-11-17,CUST00106
SO0041153,2024-09-27,CUST00203
SO0041154,2023-09-22,CUST00140
